facility_id,ReportDate,AppointmentType,VA Facility Location,state,NewPatients
689HC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JOHN J. MCGUIRK VA OPC, CT",CT,34.7
689QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ERRERA VA CLINIC, CT",CT,27.8
691,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WEST LOS ANGELES VAMC, CA",CA,51.0
691A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SEPULVEDA VA MEDICAL CENTER, CA (CLC)",CA,27.4
691GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SANTA BARBARA VA CLINIC, CA",CA,133.0
691GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BAKERSFIELD VA CLINIC, CA",CA,68.0
691GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LOS ANGELES VA CLINIC, CA",CA,54.3
691GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EAST LOS ANGELES VA CLINIC, CA",CA,88.4
691GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ANTELOPE VALLEY VA CLINIC, CA",CA,36.3
691GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAN LUIS OBISPO, CA",CA,102.5
691GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SANTA MARIA VA CLINIC, CA",CA,139.0
691GQ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CAPT MARINER OUTPATIENT CLINIC, CA",CA,93.4
693,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WILKES-BARRE VA MEDICAL CENTER, PA",PA,27.1
693GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAYRE, PA",PA,16.0
693GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WILLIAMSPORT VA CLINIC, PA",PA,21.3
693QB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CEDAR CREST BOULEVARD VA CLINIC, PA",PA,18.5
695,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLEMENT J. ZABLOCKI VAMC, WI",WI,12.5
695BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"APPLETON, WI",WI,46.3
695GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"UNION GROVE CBOC, WI",WI,31.7
695GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLEVELAND, WI",WI,80.0
695GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OCONOMOWOC VA CLINIC, WI",WI,35.7
740,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HARLINGEN VA CLINIC, TX",TX,6.5
740GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MCALLEN CBOC, TX",TX,7.5
740GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CORPUS CHRISTI CBOC, TX",TX,8.4
740GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAREDO CBOC, TX",TX,14.0
756,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EL PASO VA CLINIC, TX",TX,0.8
756GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EL PASO EASTSIDE VA CLINIC, TX",TX,29.8
756QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EL PASO SOUTH CENTRAL VA CLINIC, TX",TX,36.2
